"","Phylo","Family","Order","Scientific_name","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status"
"283","Leptasthenura_fuliginiceps","Furnariidae","Passeriformes","Leptasthenura_fuliginiceps",10.6,6.3,2.4,3,18.5,62.5,10,52.5,16,88.4,12.6,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",-32.98,-16.49,-24.44,-66.28,369467.91,"Extant"
"284","Leptasthenura_pileata","Furnariidae","Passeriformes","Leptasthenura_pileata",11.9,6.8,2.4,3,18.9,63.5,10,53.3,15.8,106.4,10.3,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",-15.11,-7.03,-10.97,-76.36,93356.54,"Extant"
"285","Leptasthenura_platensis","Furnariidae","Passeriformes","Leptasthenura_platensis",10.3,6.3,2.4,3.1,17.3,58,10.8,47.1,18.6,92.5,10.6,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-43.29,-22.03,-32.74,-62.37,2007502.95,"Extant"
"286","Leptasthenura_setaria","Furnariidae","Passeriformes","Leptasthenura_setaria",14.1,8.7,2.6,3,20.8,57.4,11.2,46.3,19.5,106.5,11,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-29.84,-21.89,-25.85,-50.65,394948.9,"Extant"
"287","Leptasthenura_striata","Furnariidae","Passeriformes","Leptasthenura_striata",10.3,6.7,2.4,3,17.9,60.6,9.4,51.1,15.5,92,8.9,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",-20.03,-8.44,-14.34,-73.55,188336.2,"Extant"
"288","Leptasthenura_striolata","Furnariidae","Passeriformes","Leptasthenura_striolata",8.4,6,2.4,2.7,16.9,52.6,8.2,44.1,15.5,88.2,10.5,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-29.62,-23.85,-26.41,-50.95,208971.09,"Extant"
"289","Leptasthenura_xenothorax","Furnariidae","Passeriformes","Leptasthenura_xenothorax",10.2,5.9,2.2,2.9,20.4,66.4,10.1,56.3,15.2,88,10.5,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-13.8,-12.84,-13.21,-72.39,2492.07,"Extant"
"290","Leptasthenura_yanacensis","Furnariidae","Passeriformes","Leptasthenura_yanacensis",13,7.3,2.2,2.7,19.9,61.9,10.6,51.3,17.1,97.7,8.8,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-23.05,-8.59,-18.54,-66.69,74255.09,"Extant"
"291","Limnoctites_rectirostris","Furnariidae","Passeriformes","Limnoctites_rectirostris",25.8,19,3,4.1,18,59.1,7.8,51.5,13.2,63.7,18.5,"Wetland",3,1,"Carnivore","Invertivore","Insessorial",-35.32,-29.2,-33.06,-55.22,179597.01,"Extant"
"292","Limnornis_curvirostris","Furnariidae","Passeriformes","Limnornis_curvirostris",23.5,15.2,3.5,4.7,25.5,69.9,10,59.9,14.3,67.7,28.6,"Wetland",3,1,"Carnivore","Invertivore","Insessorial",-38.41,-29.33,-33.55,-56.58,217435.32,"Extant"
"293","Lochmias_nematura","Furnariidae","Passeriformes","Lochmias_nematura",23.9,14.4,3.2,4.2,24.6,68.6,7.8,60.9,11.4,49.8,22,"Riverine",1,1,"Carnivore","Invertivore","Terrestrial",-34.98,10.62,-20.52,-53.61,2648897.91,"Extant"
"294","Margarornis_bellulus","Furnariidae","Passeriformes","Margarornis_bellulus",14.6,8.7,3.3,4.1,18.8,71.7,13.3,58.3,18.6,69.4,18.5,"Forest",1,1,"Carnivore","Invertivore","Insessorial",7.62,8.94,8.13,-77.53,194.36,"Extant"
"295","Margarornis_rubiginosus","Furnariidae","Passeriformes","Margarornis_rubiginosus",13,7.7,2.8,3.5,19.6,75.1,13.4,61.6,17.9,74.4,17.8,"Forest",1,1,"Carnivore","Invertivore","Insessorial",8.52,10.97,9.5,-83.45,5601.93,"Extant"
"296","Margarornis_squamiger","Furnariidae","Passeriformes","Margarornis_squamiger",15.3,7.4,3.2,3.6,20.1,75,14.2,60.5,19,74.6,17.3,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-17.85,10.78,-3.19,-74.66,469622.44,"Extant"
"297","Margarornis_stellatus","Furnariidae","Passeriformes","Margarornis_stellatus",15.4,8.9,3.5,4,20.1,77.5,14.2,61.9,18.8,71.1,21.5,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-0.05,6.91,3.06,-77.05,21929.05,"Extant"
"298","Megaxenops_parnaguae","Furnariidae","Passeriformes","Megaxenops_parnaguae",15.6,13.1,3.7,6,18.2,75.3,11.2,63.6,15.2,65.5,25,"Woodland",2,1,"Carnivore","Invertivore","Insessorial",-17.65,-3.41,-11.25,-42.76,658330.63,"Extant"
"299","Metopothrix_aurantiaca","Furnariidae","Passeriformes","Metopothrix_aurantiaca",11.8,7.7,3.1,3.3,14.5,56.9,12.9,43.9,22.8,48.5,11.2,"Riverine",1,1,"Carnivore","Invertivore","Insessorial",-13.71,1.13,-6.62,-70.72,1453065.41,"Extant"
"300","Ochetorhynchus_andaecola","Furnariidae","Passeriformes","Ochetorhynchus_andaecola",27.2,19.2,3.5,4.5,25.3,78.4,8.5,69.9,10.9,74,30.9,"Shrubland",3,1,"Carnivore","Invertivore","Terrestrial",-26.32,-16.57,-20.92,-66.58,398226.84,"Extant"
"301","Ochetorhynchus_melanura","Furnariidae","Passeriformes","Ochetorhynchus_melanura",26.1,16.5,3.6,4.4,23.8,80.5,10.8,69.7,13.5,82.4,40,"Shrubland",3,1,"Carnivore","Invertivore","Terrestrial",-37.03,-27.67,-32.43,-70.93,39429.48,"Extant"
"302","Ochetorhynchus_phoenicurus","Furnariidae","Passeriformes","Ochetorhynchus_phoenicurus",22.6,15.5,3.3,4.2,22.2,72.2,10,61.9,13.9,71.9,30.2,"Shrubland",3,1,"Carnivore","Invertivore","Terrestrial",-52.3,-38.37,-43.85,-68.25,525155.51,"Extant"
"303","Ochetorhynchus_ruficaudus","Furnariidae","Passeriformes","Ochetorhynchus_ruficaudus",29.9,19.1,3.5,4.2,24.3,79.3,9.1,69.9,11.6,74.4,36.3,"Shrubland",3,1,"Carnivore","Invertivore","Terrestrial",-45.81,-15.17,-29.64,-68.33,1066359.63,"Extant"
"304","Oreophylax_moreirae","Furnariidae","Passeriformes","Oreophylax_moreirae",13.7,9.9,2.8,3.1,23.1,59.3,6.3,53,10.6,106.5,10.5,"Shrubland",3,1,"Carnivore","Invertivore","Insessorial",-22.74,-19.69,-21.53,-42.83,39562.85,"Extant"
"305","Phacellodomus_dorsalis","Furnariidae","Passeriformes","Phacellodomus_dorsalis",24.7,15.1,4,5.2,22.3,70.8,7,63.5,9.9,91,35.9,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",-9.42,-6.78,-7.64,-77.93,1824.8,"Extant"
"306","Phacellodomus_erythrophthalmus","Furnariidae","Passeriformes","Phacellodomus_erythrophthalmus",20.9,11.5,4.1,5.1,22.5,64.8,4.6,59.6,7.1,87.8,24.5,"Wetland",2,1,"Carnivore","Invertivore","Insessorial",-23.91,-14.03,-19,-42.04,394570.11,"Extant"
"307","Phacellodomus_ferrugineigula","Furnariidae","Passeriformes","Phacellodomus_ferrugineigula",19,11.2,3.7,5.3,21.7,61.7,5.9,56.2,9.7,89.4,24.5,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-32.28,-19.3,-25.74,-48.89,586137.08,"Extant"
"308","Phacellodomus_inornatus","Furnariidae","Passeriformes","Phacellodomus_inornatus",16.3,10.4,3.5,5,20.3,64.8,6.4,57.9,9.9,69.8,24,"Shrubland",2,1,"Carnivore","Invertivore","Terrestrial",4.53,10.94,8.24,-67.84,378209.09,"Extant"
"309","Phacellodomus_maculipectus","Furnariidae","Passeriformes","Phacellodomus_maculipectus",16.5,10.2,3.4,4.5,20.8,60,6.3,53.6,10.5,85.4,21.9,"Shrubland",2,1,"Carnivore","Invertivore","Generalist",-30.24,-17.63,-24.51,-65.26,119584.53,"Extant"
"310","Phacellodomus_ruber","Furnariidae","Passeriformes","Phacellodomus_ruber",19.5,12.5,4,5.4,22.9,73.3,8.8,64.5,12.1,85.5,41,"Shrubland",2,1,"Carnivore","Invertivore","Generalist",-31.17,-8.91,-17.97,-55.06,2766219.77,"Extant"
"311","Phacellodomus_rufifrons","Furnariidae","Passeriformes","Phacellodomus_rufifrons",16,10.1,3.4,4.9,19.8,64.1,9.1,55.7,14.1,66.9,24.6,"Shrubland",2,1,"Carnivore","Invertivore","Terrestrial",-28.73,-4.4,-15.67,-49.58,2793273.52,"Extant"
"312","Phacellodomus_sibilatrix","Furnariidae","Passeriformes","Phacellodomus_sibilatrix",13.7,8.5,2.9,3.8,17.5,55.6,6.2,49.5,11.1,58,15.5,"Woodland",2,1,"Carnivore","Invertivore","Generalist",-36.07,-18.89,-27.34,-61.34,1150059.83,"Extant"
"313","Phacellodomus_striaticeps","Furnariidae","Passeriformes","Phacellodomus_striaticeps",16.7,11,3.2,4.5,21.8,68.1,6.9,61.2,10.1,72.8,29.1,"Shrubland",2,1,"Carnivore","Invertivore","Generalist",-28.18,-13.24,-20.04,-66.72,304772.68,"Extant"
"314","Phacellodomus_striaticollis","Furnariidae","Passeriformes","Phacellodomus_striaticollis",17.5,10.7,3.5,4.6,20.2,64,6.7,57,10.5,81.2,25.7,"Shrubland",2,1,"Carnivore","Invertivore","Generalist",-36.83,-25.1,-31.5,-57.48,651178.34,"Extant"
"315","Philydor_atricapillus","Furnariidae","Passeriformes","Philydor_atricapillus",18.5,11.6,3.9,5.4,20.1,80.5,15.2,65.7,18.6,74.8,22.2,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-30.12,-12.79,-22.21,-47.85,1129776.92,"Extant"
"316","Philydor_erythrocercum","Furnariidae","Passeriformes","Philydor_erythrocercum",20,11.8,4.4,5.6,19.7,86.7,16.3,69.9,18.8,70.3,25.3,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-17.27,7.11,-5.59,-61.84,5418434.13,"Extant"
"317","Philydor_erythropterum","Furnariidae","Passeriformes","Philydor_erythropterum",21.4,14,4.9,6,21.8,91,17,74,18.6,68.8,30,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-15.67,5.67,-6.3,-66.18,3018856.23,"Extant"
"318","Philydor_fuscipenne","Furnariidae","Passeriformes","Philydor_fuscipenne",19.4,11.9,4.1,5.6,19,86.7,16.6,70,19,68.7,26.5,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-3.68,9.52,6.66,-76.26,111453.84,"Extant"
"319","Philydor_lichtensteini","Furnariidae","Passeriformes","Philydor_lichtensteini",16.9,11,3.7,5.2,18.6,78.2,13.8,64.6,17.5,74,21,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-29.59,-13.51,-21.76,-49.37,1589284.85,"Extant"
"320","Philydor_novaesi","Furnariidae","Passeriformes","Philydor_novaesi",18.8,12.2,4.6,6.1,20.9,94,18,76,19.2,87.5,38,"Forest",1,1,"Carnivore","Invertivore","Insessorial",NA,NA,NA,NA,NA,"Extinct"
"321","Philydor_pyrrhodes","Furnariidae","Passeriformes","Philydor_pyrrhodes",19.9,11.9,4.3,5.7,20.5,82.6,15,67.7,18.1,62.4,30.5,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-15.24,8.18,-3.15,-62.48,5868049.15,"Extant"
"322","Philydor_ruficaudatum","Furnariidae","Passeriformes","Philydor_ruficaudatum",18.1,10.8,4,5.5,19.3,90.2,16.4,73.6,18.2,74.1,30.1,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-17.02,7.62,-3.69,-61.9,4312236.42,"Extant"
"323","Philydor_rufum","Furnariidae","Passeriformes","Philydor_rufum",20.6,13.3,4.3,5.6,24.1,87.4,17.2,70.5,19.8,85,25,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-29.01,11.24,-18.59,-54.04,2187683.25,"Extant"
"324","Phleocryptes_melanops","Furnariidae","Passeriformes","Phleocryptes_melanops",18.2,11.4,2.6,3.2,20.3,57,10.6,46.1,18.7,51.9,14.6,"Wetland",2,1,"Carnivore","Invertivore","Insessorial",-52.07,-5.48,-33.46,-65.94,3522776.03,"Extant"
"325","Premnoplex_brunnescens","Furnariidae","Passeriformes","Premnoplex_brunnescens",17.1,10.1,3.4,3.7,20.1,60,8.3,50.9,14,61.1,16.3,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-17.84,11.1,-2.85,-74.22,406258.31,"Extant"
"326","Premnoplex_tatei","Furnariidae","Passeriformes","Premnoplex_tatei",18.2,10.8,3.1,3.8,21.4,59.5,7.1,52.4,11.9,56,16.3,"Forest",1,1,"Carnivore","Invertivore","Generalist",10.07,10.71,10.25,-63.53,1704.97,"Extant"
"327","Premnornis_guttuligera","Furnariidae","Passeriformes","Premnornis_guttuligera",15.9,9.2,3.2,3.8,19.4,66.7,9.6,56.2,14.6,70.4,15.9,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-14.33,10.85,-1.63,-74.9,289937.61,"Extant"
"328","Pseudocolaptes_boissonneautii","Furnariidae","Passeriformes","Pseudocolaptes_boissonneautii",28,15.1,4.3,5.8,26,105.6,19.9,85.7,18.8,95.2,43.9,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-17.78,10.7,-3.16,-74.22,395920.18,"Extant"
"329","Pseudocolaptes_johnsoni","Furnariidae","Passeriformes","Pseudocolaptes_johnsoni",24.6,15.5,4.9,6,25.9,106,19.6,87.2,18.3,89.6,51,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-3.69,5.94,2.73,-77.36,7073.98,"Extant"
"330","Pseudocolaptes_lawrencii","Furnariidae","Passeriformes","Pseudocolaptes_lawrencii",23.8,14.5,4.3,5.5,25.6,106,21.1,83.9,20.1,98,51,"Forest",1,1,"Carnivore","Invertivore","Insessorial",8.49,10.4,9.36,-83.13,6603.07,"Extant"
"331","Pseudoseisura_cristata","Furnariidae","Passeriformes","Pseudoseisura_cristata",23.7,17.5,4.6,6.2,28.2,104.8,15.6,88.8,15.7,101.3,53.6,"Forest",2,1,"Carnivore","Invertivore","Terrestrial",-20.01,-3.52,-11.27,-41.45,909279.08,"Extant"
"332","Pseudoseisura_gutturalis","Furnariidae","Passeriformes","Pseudoseisura_gutturalis",25.9,19.5,5.4,7.6,33.5,102.3,18.3,84,17.9,90.8,70.4,"Shrubland",3,1,"Carnivore","Invertivore","Terrestrial",-49.03,-25.26,-39.57,-67.32,779615.04,"Extant"
"333","Pseudoseisura_lophotes","Furnariidae","Passeriformes","Pseudoseisura_lophotes",24.6,17.7,5.3,7.1,33.5,118.5,18.4,100.1,15.6,106.5,72.2,"Woodland",2,1,"Carnivore","Invertivore","Terrestrial",-41.05,-18.3,-29.79,-62.21,1313911,"Extant"
"334","Pseudoseisura_unirufa","Furnariidae","Passeriformes","Pseudoseisura_unirufa",21.6,15,4.2,6,28.5,98.1,15.5,82.7,15.8,95.5,44.9,"Forest",2,1,"Carnivore","Invertivore","Terrestrial",-21.97,-12.4,-17.02,-58.95,435035.55,"Extant"
"335","Pygarrhichas_albogularis","Furnariidae","Passeriformes","Pygarrhichas_albogularis",21.8,15.7,3.2,5.1,19.3,79.9,17.7,61.9,22.2,56.1,24,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-55.98,-32.57,-45.2,-72.27,470695.91,"Extant"
"336","Roraimia_adusta","Furnariidae","Passeriformes","Roraimia_adusta",14.1,9.3,3,3.5,20.9,63.3,9.1,53.8,14.4,63,16.2,"Forest",1,1,"Carnivore","Invertivore","Insessorial",2.66,6.48,5.12,-62.9,71553.86,"Extant"
"337","Schizoeaca_coryi","Furnariidae","Passeriformes","Schizoeaca_coryi",15.2,9,2.8,3.4,21.9,56.6,6.7,49.9,11.9,84,16.8,"Grassland",2,1,"Carnivore","Invertivore","Insessorial",7.63,9.52,8.55,-71.27,9010.23,"Extant"
"338","Schizoeaca_fuliginosa","Furnariidae","Passeriformes","Schizoeaca_fuliginosa",13.9,9,2.9,3.4,23.8,58,7.3,50.8,12.6,106.2,18.3,"Grassland",2,1,"Carnivore","Invertivore","Insessorial",-10.02,7.71,-0.03,-75.97,96182.51,"Extant"
"339","Schizoeaca_griseomurina","Furnariidae","Passeriformes","Schizoeaca_griseomurina",14.4,9.1,3.1,3.4,24.6,59.1,6.1,53.1,10.2,107.3,17.6,"Grassland",2,1,"Carnivore","Invertivore","Insessorial",-6.3,-2.74,-4.1,-79.26,18912.9,"Extant"
"340","Schizoeaca_harterti","Furnariidae","Passeriformes","Schizoeaca_harterti",15.2,9.3,2.8,3.2,22.5,52,6.6,45.4,12.8,100.8,12.9,"Grassland",2,1,"Carnivore","Invertivore","Insessorial",-17.89,-14.55,-16.41,-67.06,23849.1,"Extant"
"341","Schizoeaca_helleri","Furnariidae","Passeriformes","Schizoeaca_helleri",15.3,8.8,2.5,3.2,23,52.6,6.5,46.2,12.3,97,15.3,"Grassland",2,1,"Carnivore","Invertivore","Insessorial",-15.22,-11.84,-13.38,-71.49,43369.93,"Extant"
"342","Schizoeaca_palpebralis","Furnariidae","Passeriformes","Schizoeaca_palpebralis",16.1,9.5,2.9,3.3,24.1,57.9,6.6,51.4,11.4,114,17,"Grassland",3,1,"Carnivore","Invertivore","Insessorial",-12.05,-11.07,-11.54,-75.13,11496.43,"Extant"
"343","Schizoeaca_perijana","Furnariidae","Passeriformes","Schizoeaca_perijana",15.6,9.5,3,4,22.6,59.4,7.2,52.6,11.9,110,18.3,"Grassland",2,1,"Carnivore","Invertivore","Insessorial",10.16,10.47,10.3,-72.9,111.26,"Extant"
"344","Schizoeaca_vilcabambae","Furnariidae","Passeriformes","Schizoeaca_vilcabambae",13.9,9.3,3,3.4,25.2,59.7,7.4,52.3,12.4,98.5,20.2,"Grassland",2,1,"Carnivore","Invertivore","Insessorial",-13.82,-11.52,-12.47,-73.69,23285.26,"Extant"
"345","Schoeniophylax_phryganophilus","Furnariidae","Passeriformes","Schoeniophylax_phryganophilus",13.5,8.4,3.1,3.9,21.7,61.4,9.4,52.7,15.1,109.3,18.6,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",-35.59,-4.51,-23.86,-57.37,2565832.93,"Extant"
"346","Sclerurus_albigularis","Furnariidae","Passeriformes","Sclerurus_albigularis",22.9,15.9,4,4.8,21.3,85.9,15.5,72.7,17.5,63.5,34.8,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",-18.89,11.35,-6.68,-70.25,522646.45,"Extant"
"347","Sclerurus_caudacutus","Furnariidae","Passeriformes","Sclerurus_caudacutus",23.9,15.6,4.2,4.9,22.6,90,15.7,74.7,17.4,63.4,36.2,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",-21.21,8.44,-2.91,-62.63,5508699.65,"Extant"
"348","Sclerurus_guatemalensis","Furnariidae","Passeriformes","Sclerurus_guatemalensis",21.8,16.6,4,4.7,21.7,87.7,15.3,73.3,17.2,61.8,34.7,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",-1.69,18.58,11.85,-84.01,417195.64,"Extant"
"349","Sclerurus_mexicanus","Furnariidae","Passeriformes","Sclerurus_mexicanus",24,18.1,3.6,4.2,21.9,79.1,10.3,68.8,13,57.2,25.1,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",-23.97,21.21,-3.51,-62.39,6362030.4,"Extant"
"350","Sclerurus_rufigularis","Furnariidae","Passeriformes","Sclerurus_rufigularis",19.7,13.2,3.4,3.9,21.1,78.3,11.4,67.2,14.6,61.2,21.6,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",-14.63,8.19,-2.44,-62.58,5320850.73,"Extant"
"351","Sclerurus_scansor","Furnariidae","Passeriformes","Sclerurus_scansor",24.1,17.1,4.2,4.8,20.8,86,13.9,71.9,16.2,63.8,36.9,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",-32.2,-2.73,-17.99,-47.21,2753139.07,"Extant"
"352","Simoxenops_striatus","Furnariidae","Passeriformes","Simoxenops_striatus",19.5,13.9,4.3,7,23.8,93.7,15.7,78,16.8,84,41.6,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-18.34,-13.09,-15.56,-67.17,81400.96,"Extant"
"353","Simoxenops_ucayalae","Furnariidae","Passeriformes","Simoxenops_ucayalae",24.4,16.6,5,8.3,27,97.9,15.2,82.7,15.5,85.1,49.8,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-13.55,-3.31,-10.69,-69.48,286032.7,"Extant"
"354","Siptornis_striaticollis","Furnariidae","Passeriformes","Siptornis_striaticollis",11.8,7.4,2.6,3,16.5,62.4,14.1,48.3,22.8,50.6,13,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-5.58,2.44,-1.74,-77.96,20659.13,"Extant"
"355","Siptornopsis_hypochondriaca","Furnariidae","Passeriformes","Siptornopsis_hypochondriaca",19,12.1,3.4,4.5,21.3,64.8,8.6,56.4,13.2,95.1,24.5,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",-8.53,-6.77,-7.57,-77.86,7553.51,"Extant"
"356","Spartonoica_maluroides","Furnariidae","Passeriformes","Spartonoica_maluroides",13.6,8.5,2.4,3,15.9,49.6,8.8,40.6,17.6,68.6,11,"Wetland",3,1,"Carnivore","Invertivore","Insessorial",-41.17,-28.78,-34.81,-61.59,1267559.91,"Extant"
"357","Sylviorthorhynchus_desmursii","Furnariidae","Passeriformes","Sylviorthorhynchus_desmursii",17.4,10.6,2.5,2.6,22.1,50.5,6.8,43.7,13.5,158.1,10.9,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-53.1,-32.22,-43.94,-72.6,386264.46,"Extant"
"358","Synallaxis_albescens","Furnariidae","Passeriformes","Synallaxis_albescens",13,8.1,3.1,3.7,19.2,54.4,7.4,47.5,13.8,76.7,11.2,"Grassland",2,1,"Carnivore","Invertivore","Insessorial",-38.54,12.46,-12.31,-55.82,9891841.77,"Extant"
"359","Synallaxis_albigularis","Furnariidae","Passeriformes","Synallaxis_albigularis",13.3,8.6,2.9,3.7,19.1,55.3,8,47.3,14.3,68.2,15.4,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",-13.54,2.88,-5.43,-72.64,1133087.18,"Extant"
"360","Synallaxis_albilora","Furnariidae","Passeriformes","Synallaxis_albilora",14.4,9.4,3.2,3.9,22.2,62.1,7.6,54.5,12.1,75.5,14.9,"Shrubland",2,1,"Carnivore","Invertivore","Generalist",-22.55,-15.06,-18.2,-56.22,218221.06,"Extant"
"361","Synallaxis_azarae","Furnariidae","Passeriformes","Synallaxis_azarae",15.8,8.4,3.1,3.7,21.2,54,7.6,46.1,14.2,90.6,16.9,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-27.45,10.26,-8.99,-72.34,477890.57,"Extant"
"362","Synallaxis_brachyura","Furnariidae","Passeriformes","Synallaxis_brachyura",16.3,10,3.4,4,21.3,57.9,7.5,51.4,12.6,76.7,18.3,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",-4.01,16.03,6.71,-79.9,403853.13,"Extant"
"363","Synallaxis_cabanisi","Furnariidae","Passeriformes","Synallaxis_cabanisi",15.9,9.8,3.2,4.4,22.9,62.2,6,54.8,9.9,70,22.7,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-17.4,-7.96,-12.95,-71.22,189613.73,"Extant"
"364","Synallaxis_candei","Furnariidae","Passeriformes","Synallaxis_candei",13.6,9.6,3.3,4,21.2,58.4,6.8,51.6,11.5,68.8,15.3,"Woodland",2,1,"Carnivore","Invertivore","Terrestrial",7.88,12.46,10.35,-72.47,156033.91,"Extant"
"365","Synallaxis_castanea","Furnariidae","Passeriformes","Synallaxis_castanea",15.7,9.6,3,3.8,21.7,58.1,6.5,50.8,11.3,102.8,15,"Forest",1,1,"Carnivore","Invertivore","Insessorial",10.26,10.53,10.41,-66.97,2024.49,"Extant"
"366","Synallaxis_cherriei","Furnariidae","Passeriformes","Synallaxis_cherriei",13.6,8.8,3.2,4.1,19.2,56.6,6.3,50.3,11.1,56.9,16,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-15.84,1.32,-8.63,-57.53,608624.03,"Extant"
"367","Synallaxis_cinerascens","Furnariidae","Passeriformes","Synallaxis_cinerascens",12.4,7.9,2.7,3.2,19.5,54.1,7.8,47.5,13.9,65.9,13.1,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-33.73,-18.48,-25.51,-50.72,1223916.17,"Extant"
"368","Synallaxis_cinnamomea","Furnariidae","Passeriformes","Synallaxis_cinnamomea",14.4,9.3,3.8,4.1,20.2,54.8,6.1,48.3,11.6,66,18.4,"Woodland",1,1,"Carnivore","Invertivore","Insessorial",4.15,11.35,7.87,-70.44,85347.41,"Extant"
"369","Synallaxis_courseni","Furnariidae","Passeriformes","Synallaxis_courseni",13.9,8.6,3,3.7,22.3,58.1,5.8,51.9,10.1,109.9,16.8,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-15.03,-12.91,-13.7,-73.11,184.95,"Extant"
"370","Synallaxis_erythrothorax","Furnariidae","Passeriformes","Synallaxis_erythrothorax",19.1,9.8,3.2,4.1,20.3,55.5,5.2,49.7,9.4,65.1,17.1,"Human Modified",2,1,"Carnivore","Invertivore","Insessorial",13.15,21.62,17.91,-90.69,355771.38,"Extant"
"371","Synallaxis_frontalis","Furnariidae","Passeriformes","Synallaxis_frontalis",13.7,7.9,2.9,3.8,19.6,57.3,7.3,49.7,12.8,76.9,14,"Woodland",2,1,"Carnivore","Invertivore","Insessorial",-37.81,-2.37,-18.55,-52.3,5745641.87,"Extant"
"372","Synallaxis_fuscorufa","Furnariidae","Passeriformes","Synallaxis_fuscorufa",15.2,9.6,3.3,3.4,20.8,56.3,12.7,44.9,22.9,90.3,16,"Forest",1,1,"Carnivore","Invertivore","Insessorial",10.43,11.2,10.85,-73.65,5052.52,"Extant"
"373","Synallaxis_gujanensis","Furnariidae","Passeriformes","Synallaxis_gujanensis",15.6,9.8,3.4,4.1,21.8,60.6,5.5,53.8,9.2,72.4,18.1,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-18.6,9.27,-5.65,-61.83,4483149.18,"Extant"
"374","Synallaxis_hypospodia","Furnariidae","Passeriformes","Synallaxis_hypospodia",13.9,8.5,3.4,4.2,18.8,55,5.6,49.3,10.2,73.6,16.9,"Grassland",2,1,"Carnivore","Invertivore","Insessorial",-23.9,-3.63,-12.76,-52.12,3530294.96,"Extant"
"375","Synallaxis_infuscata","Furnariidae","Passeriformes","Synallaxis_infuscata",15,10,3.6,4.2,21.2,58.1,4.7,53,8.1,70.9,18.2,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-9.56,-6.94,-8.49,-35.7,752.18,"Extant"
"376","Synallaxis_kollari","Furnariidae","Passeriformes","Synallaxis_kollari",14.2,9.5,2.8,3.5,20.6,56.2,5.5,50.7,9.8,71,16,"Forest",1,1,"Carnivore","Invertivore","Insessorial",2.94,4,3.48,-60.25,4101.24,"Extant"
"377","Synallaxis_macconnelli","Furnariidae","Passeriformes","Synallaxis_macconnelli",15.1,9.4,3.4,4.1,22,58.8,6,53,10.1,71.7,19.5,"Forest",1,1,"Carnivore","Invertivore","Insessorial",0.57,6.91,4.04,-56.84,247511.89,"Extant"
"378","Synallaxis_maranonica","Furnariidae","Passeriformes","Synallaxis_maranonica",15.8,10.2,3,4,21.9,61.6,6.2,55.4,10,69.4,13,"Woodland",1,1,"Carnivore","Invertivore","Generalist",-5.92,-4.52,-5.39,-78.75,4053.01,"Extant"
